accel_x_acf_lag1,accel_x_acf_lag2,accel_x_acf_lag3,accel_x_acf_lag4,accel_y_acf_lag1,accel_y_acf_lag2,accel_y_acf_lag3,accel_y_acf_lag4,accel_z_acf_lag1,accel_z_acf_lag2,accel_z_acf_lag3,accel_z_acf_lag4,gyro_x_acf_lag1,gyro_x_acf_lag2,gyro_x_acf_lag3,gyro_x_acf_lag4,gyro_y_acf_lag1,gyro_y_acf_lag2,gyro_y_acf_lag3,gyro_y_acf_lag4,gyro_z_acf_lag1,gyro_z_acf_lag2,gyro_z_acf_lag3,gyro_z_acf_lag4,accel_x_mean,accel_x_std,accel_x_min,accel_x_max,accel_x_median,accel_x_range,accel_y_mean,accel_y_std,accel_y_min,accel_y_max,accel_y_median,accel_y_range,accel_z_mean,accel_z_std,accel_z_min,accel_z_max,accel_z_median,accel_z_range,gyro_x_mean,gyro_x_std,gyro_x_min,gyro_x_max,gyro_x_median,gyro_x_range,gyro_y_mean,gyro_y_std,gyro_y_min,gyro_y_max,gyro_y_median,gyro_y_range,gyro_z_mean,gyro_z_std,gyro_z_min,gyro_z_max,gyro_z_median,gyro_z_range,prediction,prediction_label,decision_score,confidence_category,evaluation_timestamp
-0.2553649647664767,0.1190501272240594,0.1058990107484243,-0.4066614927219644,-0.5194468825594019,0.4974328231929438,-0.3084361586547714,-0.0310794300176192,0.2327246816001795,-0.2515555548532708,-0.3639481228648379,-0.1849403725408907,0.1409228097702919,-0.3415046948227684,-0.1771557301865827,-0.2234506672314022,-0.1509740662691027,-0.1960753217167891,0.2286641204635087,-0.3797533410838121,-0.049149643749171,0.0130004708837802,0.0180126141720435,-0.4586115647336178,1.651101319885254,0.9186124159987604,-0.0550666381835937,2.6695348510742187,1.7010802795410156,2.7246014892578123,0.782006117248535,1.7238048018726069,-1.7932570434570312,3.591302490234374,0.5829881042480469,5.384559533691405,8.304587733459472,1.1039320487969242,5.674257934570313,9.366116894531247,8.444349255371094,3.6918589599609346,-0.0999900460779957,0.2410096800411528,-0.2820505363719081,0.4369984692016336,-0.2137029099388476,0.7190490055735417,-0.0535089970100933,0.1468515012499194,-0.2777871366723799,0.185058193207643,-0.045098774946571,0.4628453298800229,0.1337308577625426,0.2804981097052985,-0.2403491580608985,0.5888820834973234,0.1009226647622675,0.8292312415582219,1,normal_operation,0.5859627983773628,strong_normal,2025-04-02 08:02:36.229692
-0.333857934216782,0.0772853450552187,-0.0045658985943257,-0.1692221419262455,-0.1919656581496918,-0.2215178218355877,0.0992190395518479,-0.0264468592699169,0.1661513822156491,0.09849810552003,0.0240611606305917,-0.4890633309322001,0.3156697335543623,-0.1300962377650882,-0.0686615927926477,-0.0951509387575905,0.1534003427223929,-0.1110599453117707,-0.3400386112726677,-0.2543766922519032,0.0006803762958452,-0.1396232631031135,0.0951495723959327,-0.1926949554324738,0.7607575775146485,1.4069615993511748,-2.31758720703125,2.5546131713867184,0.8331821777343751,4.872200378417968,0.2385223403930663,1.3594027070238155,-1.7932570434570312,3.086125939941406,0.2286462585449219,4.879382983398437,8.715193318176269,1.447057957962585,5.674257934570313,11.250353601074218,8.85495484008789,5.576095666503906,-0.1092995790156372,0.2507220088090935,-0.3777105671300705,0.4369984692016336,-0.1983813172686684,0.8147090363317041,-0.0935616387185509,0.1549260900444798,-0.2777871366723799,0.185058193207643,-0.1203744258913646,0.4628453298800229,0.1981981243128293,0.2096422564313914,-0.1199081165492287,0.5888820834973234,0.1731339971730252,0.7087902000465521,1,normal_operation,1.4896481359126232,strong_normal,2025-04-02 08:02:36.229692
-0.2308141610233335,0.1700735788556688,-0.4855152030703694,0.0388797187748226,-0.2116723634049404,0.0091658125109257,-0.1958230643197911,-0.2215366070332327,-0.0189274261096472,-0.1274903476191904,-0.055668708933583,-0.0519286407912782,-0.7542201592799543,0.4599946139125649,-0.1179019163153001,-0.098346205411698,0.3331749392094277,-0.0313688564853582,-0.3727911548233625,-0.3008403066604714,-0.0939687834198633,0.0029340450280395,-0.3287856655900836,-0.0641753683918973,0.8930372192382812,1.6727739754257174,-2.31758720703125,4.129997863769531,0.8140285644531249,6.4475850708007805,0.0939724151611328,1.5345281327817826,-1.9105729248046872,3.086125939941406,-0.4273649963378906,4.996698864746094,9.450512503051758,0.7326645834126584,8.767566479492187,11.250353601074218,9.192537274169922,2.4827871215820316,-0.1661560109460632,0.2099391505110212,-0.4814977035654585,0.1532159267017923,-0.1836592651812353,0.6347136302672508,-0.0506278714318965,0.158276260599212,-0.2564701381747393,0.2760551305444466,-0.0329081164307327,0.5325252687191859,-0.0570063170761125,0.3677255941931171,-0.9296875969783536,0.2868468610338772,0.0377044410927019,1.2165344580122308,1,normal_operation,1.4557839048655414,strong_normal,2025-04-02 08:02:36.229692
-0.1375246823732216,0.0850285368808206,-0.1061136438237592,0.1606114283500222,-0.0379565881398021,-0.0200039182578319,-0.5552047130775761,-0.0680328225421309,-0.1618769110162005,-0.2262985749975052,-0.2297934216030136,0.0238891337862822,-0.7142740956828596,0.3712266871609808,-0.4208792229059467,0.4517073336322594,-0.5149852641595426,-0.2159459542383546,0.4935126985828154,-0.4069613209756251,-0.2910849663158462,-0.1132649762183344,0.1371328164978804,-0.3038744440830903,0.843956085205078,1.4000855489966275,-1.0223241088867188,4.129997863769531,0.5207388610839843,5.1523219726562495,-0.8454524612426757,1.691103730176984,-4.580107775878906,1.5275006591796874,-0.2214636535644531,6.1076084350585935,8.904335249328613,1.0921906317286516,6.224924316406249,9.950302099609374,9.085995300292968,3.725377783203125,-0.0730440276645718,0.27062746197356,-0.4976186836792993,0.2688606435514929,-0.0001998468609153,0.7664793272307922,0.078373277288982,0.1613507987427931,-0.2085068915550477,0.2892450233648617,0.0639509954929219,0.4977519149199094,-0.1765813555238156,0.3433577023971146,-0.9296875969783536,0.2868468610338772,-0.1681378256501406,1.2165344580122308,1,normal_operation,0.39561953986342946,weak_normal,2025-04-02 08:02:36.229692
-0.1084156551345247,0.1129115672029623,-0.4231798641730411,-0.0111259238629016,0.1169340889177807,0.1035890089955831,0.0594443473769948,-0.2179900871294557,-0.0735818121068261,-0.4761531045066677,-0.3503568430577328,0.3739351336581997,-0.1783786772123008,-0.1959377606109819,-0.0981989618757003,0.1814930176011488,-0.3668326375231701,-0.3140422548780019,0.1470404989555513,0.1734170857872583,0.1645930721154878,0.0050921136936503,-0.0487214131037006,0.0143632997836035,0.3022679595947266,2.1127418008196575,-2.427720483398437,5.1882349975585935,-0.0754173522949218,7.61595548095703,-0.038905776977539,1.867033605087696,-4.580107775878906,2.0302830078125,0.1041477722167968,6.610390783691406,8.238148637390136,1.5167387687301888,5.442020373535156,9.950302099609374,8.680178118896483,4.508281726074218,-0.1742498088131361,0.3010730043373153,-0.5856845337226774,0.2688606435514929,-0.0616860644025476,0.8545451772741703,0.0793058959732537,0.1518754003383808,-0.2085068915550477,0.2892450233648617,0.0470972435557247,0.4977519149199094,-0.2585352224041982,0.2862190031485669,-0.7618162338094332,0.1582787138449819,-0.2748560493789543,0.9200949476544152,1,normal_operation,1.3193486118925515,strong_normal,2025-04-02 08:02:36.229692
-0.5744839384788551,0.1947336609268194,-0.0535910281220308,0.0449577293199536,0.3491457439341323,-0.0503429624999421,-0.2739318676693222,-0.1743219666415975,0.0012158668304148,-0.1269930165354454,-0.1072950914142572,-0.3658518817544373,-0.6232502136777356,0.226418717015548,-0.0068138129762468,-0.1583817415068106,-0.1721621574627158,-0.5722452611391299,0.1065255587865185,0.1653783210451317,0.1810651304528268,-0.1202988132475748,-0.4269024290438308,-0.4386235311787818,1.1222820281982422,7.5291954102843235,-11.18571015625,17.446547497558594,0.124498486328125,28.63225765380859,0.0206499893188476,2.0204224859100437,-3.6559459350585937,2.480392919921875,0.6296750366210937,6.136338854980469,9.594763153076173,3.478237799535805,5.442020373535156,18.155231188964844,8.930372192382812,12.713210815429688,-0.3649203680314862,0.5210257094027344,-1.5360229729956203,0.2800520677627542,-0.2492756511817855,1.8160750407583743,0.0535423048202458,0.1270835642499902,-0.2145022973825092,0.2404823893015087,0.0638843798726168,0.4549846866840179,-0.3522800540785882,0.3326798580142941,-0.915298622992446,0.114845329406039,-0.3078973970502973,1.030143952398485,-1,potential_anomaly,-0.0002346719403401032,borderline,2025-04-02 08:02:36.229692
-0.5077146808664306,-0.0120593535394467,0.0437067564188343,-0.0065335652888772,-0.0825367643987153,-0.3972908496230631,0.0055686631076643,-0.1588468267402469,0.0275235052470969,-0.1878528209473069,-0.06506750567015,0.032586856715129,-0.3582715085762814,0.0992640700828841,-0.0488424522333675,-0.0868987245700636,-0.3030031655205029,-0.1306335626908453,0.1359601896878965,0.0962357852624696,-0.1335505981448747,-0.051773702358341,0.0560920984196519,-0.2784663599713212,1.3922282653808593,7.294922854798074,-11.18571015625,17.446547497558594,1.0319009155273435,28.63225765380859,-0.9011176498413086,1.716980624293148,-3.6559459350585937,2.480392919921875,-0.9181763366699218,6.136338854980469,10.251672233581544,3.1301848352828063,7.180210778808593,18.155231188964844,9.701305126953123,10.975020410156253,-0.3322620601768976,0.491730990359064,-1.5360229729956203,0.2800520677627542,-0.2298238900526883,1.8160750407583743,0.0693468607376372,0.1192675618139089,-0.2145022973825092,0.2173001534353245,0.0968591119236547,0.4318024508178337,-0.2107385148352695,0.314291520590284,-0.915298622992446,0.1600107199729152,-0.0941278714911444,1.0753093429653613,1,normal_operation,6.454662053734239e-05,weak_normal,2025-04-02 08:02:36.229692
-0.2547404169156147,-0.0780199229394363,0.0532759718774913,-0.3403207702238809,-0.4454330171532902,0.1245255569131892,-0.0977916754759054,-0.284575099253237,-0.1839842978276155,-0.1145065313766863,-0.1115105142125605,-0.1768189469192289,-0.1953445552263137,-0.1603804225993976,-0.3192349180843123,0.2110052072183865,-0.2172757119834198,-0.4772802087596534,0.2170795661838001,-0.0348967918813722,-0.018963452939021,-0.543881434331097,-0.1302146092817451,0.0033378099606747,1.0603320602416992,1.1087767592525235,-1.3862427612304686,2.1787235107421874,1.4018050720214843,3.564966271972656,-0.7987655288696289,0.6333895872045321,-1.5394716674804687,0.5386953735351562,-0.9038111267089844,2.0781670410156248,9.618705169677732,0.9522145147887228,7.180210778808593,10.369287390136718,9.865307940673826,3.189076611328124,-0.2257603372140756,0.1068745229139661,-0.4086202149516495,-0.0506278714318965,-0.2298238900526883,0.357992343519753,0.0857009955225459,0.0548287328344404,0.0307764165809687,0.2173001534353245,0.0759418071478448,0.1865237368543558,-0.0661326570579149,0.1745601787445826,-0.4659096484140588,0.1600107199729152,-0.0165872894559766,0.625920368386974,1,normal_operation,0.5366806471317807,strong_normal,2025-04-02 08:02:36.229692
-0.5432625947452966,-0.0271109406200015,0.2739187990423575,-0.3306914822565563,0.171619338403918,-0.0437024895739457,-0.2027472988535681,-0.1357780832684911,-0.1691334876963183,-0.4539558025272033,0.109957796078144,0.1624841007152294,-0.1191822746611493,-0.2960849859466876,-0.3851637849536939,0.178368681622943,-0.1822482984063372,-0.1115540533561934,0.1480700209665257,-0.052092521250555,0.4526507552317901,0.0485178483786042,-0.3473502993335842,-0.2987553497405939,1.1156979736328123,0.9147714745990032,-0.1604115112304687,2.588131994628906,1.1923124267578125,2.7485435058593746,-0.3238157745361328,0.8252113221267755,-1.3862427612304686,0.7398083129882812,-0.4548983154296875,2.1260510742187497,9.88895068206787,0.8859637519898055,7.948749511718749,11.034875451660156,10.062829577636718,3.0861259399414065,-0.2038271442286125,0.1199337319139761,-0.4086202149516495,-0.0506278714318965,-0.1949173050128018,0.357992343519753,0.0320421133667661,0.0655482132893253,-0.0799387443661524,0.1075176111724751,0.0578223584248503,0.1874563555386275,0.0914132849637106,0.1819306792917521,-0.1743996939588227,0.4695068919105357,0.0390367534988044,0.6439065858693584,1,normal_operation,0.5625739107875423,strong_normal,2025-04-02 08:02:36.229692
-0.3991987779065569,0.1458043164027431,-0.1894887578252925,0.0529789356341649,0.2629495769781097,0.0261110943736486,-0.1477534766376476,-0.0713410426453254,-0.2052794313679548,-0.1757731058063851,0.3064139552862158,-0.1667944089898826,-0.4351430601650155,-0.1871225322932881,0.5269076520054182,-0.3893791228532542,-0.1977798222178091,-0.1690470721890115,-0.0147411970814363,0.1537099857858797,-0.2388435495587017,-0.2291737839992606,-0.1546129409877268,-0.0865825594103367,0.9944915145874024,0.97941134725201,-0.2609679809570312,2.588131994628906,0.940921252441406,2.849099975585937,-0.858022019958496,1.5603845123031184,-4.161122485351562,0.7398083129882812,-0.7829039428710938,4.900930798339844,9.127893829345702,1.0404638208687746,7.948749511718749,11.034875451660156,8.73285055541992,3.0861259399414065,-0.1191087291055672,0.1613951310247866,-0.3389402761124865,0.1925191426818172,-0.1271692191624875,0.5314594187943037,-0.0527429173765843,0.1013602456042345,-0.2347534459552678,0.0719448699295372,-0.0752090353244884,0.306698315884805,0.2143857200469752,0.1821742404476473,-0.0022649310903743,0.52946095018515,0.1594777950104742,0.5317258812755243,1,normal_operation,0.6634446096090358,strong_normal,2025-04-02 08:02:36.229692
