timestamp,accel_x_mean,accel_x_std,accel_y_mean,accel_y_std,accel_z_mean,accel_z_std,gyro_x_mean,gyro_x_std,gyro_y_mean,gyro_y_std,gyro_z_mean,gyro_z_std,temperature_mean
2025-03-31 11:22:05,2.0566192260742184,0.690739972808491,1.746570111083984,2.0457361593351684,8.896254818725586,0.6759861373534437,-0.224894334150109,0.055326428304489396,-0.08633384391544467,0.12043067536064198,-0.025913476298694452,0.276768494176316,23.753529411764706
2025-03-31 11:22:06,1.429338391113281,1.3413940804038393,-0.44532150878906246,1.2135296362905836,7.4355922892252595,1.5256087687628272,0.10152220534501366,0.3607410955005243,-0.05355895872532218,0.23175791632048331,0.31926646291570576,0.3063464673145219,23.68294117647059
2025-03-31 11:22:07,-0.028131869506835994,1.5367919935391177,0.03950432739257814,0.850155129814613,9.562441430664062,1.170621799666983,-0.20031317025751713,0.037004962089481494,-0.09479402769419584,0.1489334388349167,0.18692343057618654,0.0779529905220554,23.68294117647059
2025-03-31 11:22:08,1.7459715606689452,1.7349328379212179,0.6081272216796875,2.1680744216220362,9.28291838684082,0.3533448812949237,-0.13935987767832586,0.3378183306182931,0.0003996937218307692,0.20162146777328832,-0.2364854520832011,0.5068978493266139,23.671176470588236
2025-03-31 11:22:09,0.4052186309814453,1.0241333449089387,-1.484405029296875,2.1367173405002764,8.61254192199707,1.6648401928169823,-0.09709226659472271,0.3231317016777142,0.05216003069891447,0.20395811563678146,-0.05932120988171565,0.1595148874907049,23.635882352941177
2025-03-31 11:22:10,-0.8559270935058593,1.1142044512767246,0.8385691314697264,1.0026539521769315,7.920019091796874,1.761725751025306,-0.3116278717873845,0.2916474968621895,0.05895482397003747,0.09996720953505646,-0.2778204444825325,0.26605446736560007,23.588823529411766
2025-03-31 11:22:11,3.0005332305908206,11.842198430634859,-0.6194996795654295,2.8603976397848796,11.144410177612304,4.732036616788256,-0.389201761632705,0.8104122487387146,0.07167840744831669,0.19835523301074368,-0.48119793327408544,0.4225559021551405,23.54176470588235
2025-03-31 11:22:12,1.427542739868164,0.6714170636697517,-0.5380968231201172,0.7190431750712075,9.699509475708007,0.3097531650449496,-0.19541692216509027,0.0970762702914367,0.10645176124759305,0.08029707346362472,-0.11654402772381982,0.26233909885115325,23.53
2025-03-31 11:22:13,0.2627636322021484,1.2263367572042725,-1.1953051788330078,0.42984810993937267,9.297283596801757,1.4351002326446938,-0.18702335400664424,0.09784026598256233,0.07254441051228337,0.032057828583450146,-0.0049961715228845245,0.03974826289511329,23.506470588235295
2025-03-31 11:22:14,1.5173253021240234,1.211313632734673,0.0041898529052734335,0.8133625513642333,9.637260232543944,1.3345040015726135,-0.19944716719355046,0.1521302424623005,0.029843797896696923,0.07476104995853525,0.10875000014811992,0.2679294575464231,23.48294117647059
2025-03-31 11:22:15,0.893037219238281,0.8797770832582098,-0.8252015055338542,1.3783623636606113,9.31663672688802,1.0769233329846832,-0.15192802470922648,0.17851208079574882,-0.09832465557036753,0.03004386631650815,0.1928300155765745,0.06728920714725006,23.463333333333335
2025-03-31 11:22:16,1.0007762939453124,1.720673273513503,-1.8429367279052733,2.330024767266171,8.426392742919921,0.41736321428156037,-0.11757656983854928,0.2287844986169402,-0.0169203675575023,0.18531828614913773,-0.0035639356863242933,0.5220806243789324,23.388823529411766
2025-03-31 11:22:17,4.1018659942626945,9.3349783287661,-0.41599253845214845,1.2392661238988723,6.321889483642578,6.332002273322237,0.11541156217863266,0.39034248511958597,0.31232733580058836,0.5879106572540608,0.005762251156393505,0.7670218090124638,23.388823529411766
2025-03-31 11:22:18,1.2497732666015624,0.6606637414738524,-0.5835866546630859,0.44546897663390617,9.425971936035156,0.43112917871673107,-0.11907542129541467,0.1702783995326309,0.08240352231744218,0.06929224343048604,-0.0481297856704543,0.15388634605323706,23.388823529411766
2025-03-31 11:22:19,2.2194249389648437,1.311167367110825,1.6232687255859375,0.8673511157962747,10.262146865844727,1.2084630600903135,-0.2884789437313528,0.22255441297462303,0.04093529867750058,0.05604981710344069,-0.1700696786389894,0.15823528811057885,23.412352941176472
2025-03-31 11:22:20,1.467047067260742,1.1157859545059725,0.9139864837646484,1.6336637264453624,10.155006341552733,1.5646243709247734,-0.200779479599653,0.1600033427191713,0.009559341513785721,0.06287228922684271,0.16533996959732541,0.25061765530625685,23.341764705882355
2025-03-31 11:22:21,2.1595698974609374,1.3083853887988137,-0.026336218261718752,0.401374656572749,10.384849700927735,0.7475036025377569,-0.13313131717979645,0.03383660416988058,-0.028411562060136675,0.1638359098329752,0.09895750396326625,0.2814531611169717,23.306470588235296
2025-03-31 11:22:22,-1.2521674682617188,4.444041166534129,1.9500772521972654,2.5274428504057274,9.853336932373047,2.219431826265657,-0.15021822378806154,0.31542815339435787,-0.0013656202162551003,0.1978133057160416,0.08323621757125627,0.19588195624230534,23.306470588235296
2025-03-31 11:22:23,2.175531241861979,1.4589655418727843,-1.3367625935872394,1.3253638105146346,10.291874869791666,2.154042268420239,-0.2322220523836729,0.09476263403938878,-0.20308882110356408,0.12045285587077702,0.266329249979898,0.12398503832534452,23.27509803921569
2025-03-31 11:22:24,0.9133879333496093,0.18522210049863702,-5.551115123125783e-17,1.2725911925430708,9.560047229003905,0.9255088897390203,-0.00039969372183075447,0.20291842553655845,-0.0902308577032946,0.08356572231928955,0.10042304760997905,0.14670929026693957,23.247647058823528
